name,age,position,ovr_rating,pot_rating
Mehdi Meniri,28,CB,78,72
Jaromir Blazek,32,GK,78,69
Nolberto Solano,30,RM,78,77
Stilian Petrov,26,CM,78,81
Bill Tchato,30,LB,78,76
Erik Nevland,27,RS,78,73
Christian Panucci,32,RB,78,76
GÃ¡bor KirÃ¡ly,29,GK,78,76
Arie van Lent,35,ST,78,74
Stefan Schnoor,34,CB,78,73
Thomas Brdaric,30,ST,78,75
Joseph-DÃ©sirÃ© Job,27,CF,78,75
Christophe Landrin,28,RWM,78,74
Luis GarcÃ_a,24,ST,78,75
Ray Parlour,32,CM,78,74
Germano,35,GK,77,66
Jan Polak,24,LWB,77,73
Collins Mbesuma,21,ST,77,79
DinÃ©lson,19,CAM,77,75
Dimba,31,ST,77,75
Onyekachi Amuneke,19,ST,77,76
Collins John,19,CF,77,75
Dennis Cagara,20,LB,77,75
Lukas Sinkiewicz,19,CB,77,71
Hilton,27,CB,77,77
Lima,23,CF,77,75
Marcelinho,18,RF,77,75
Rajko Lekic,24,ST,77,74
Rio Antonio Mavuba,21,CDM,77,72
Gilles Yapi Yapo,23,CAM,77,75
Kjetil WÃ_hler,29,CB,77,75
Ali Al-Habsi,23,GK,77,76
Ireneusz JeleÅ„,24,ST,77,71
Vadim Evseev,29,RWB,77,79
CuÃ©llar,24,CB,77,72
Alejandro Lembo,27,CB,77,74
Stipe Pletikosa,26,GK,77,78
Servet Ã‡etin,22,CB,77,65
Ernesto Antonio FarÃ_as,25,ST,77,72
Baiano,26,ST,77,74
KlÃ©ber,30,ST,77,80
Marcelo Delgado,32,CAM,77,76
Lucian Sanmartean,25,CM,77,79
David Balleri,36,SW,77,73
Jonathan Stead,22,CF,77,72
RamÃ_n Morales,29,LWM,77,81
JoaquÃ_n BeltrÃ¡n,28,CB,77,77
Vincenzo Sicignano,30,GK,77,74
Kieran Richardson,20,LM,77,77
Jadson,21,CAM,77,72
Ãœmit Karan,28,ST,77,76
Benjani,27,ST,77,77
ZoltÃ¡n Gera,33,RWM,77,74
Dong Gook Lee,26,CF,77,75
Sergio GarcÃ_a,22,ST,77,78
Veljko Paunovic,28,RF,77,76
Cicinho,25,RWM,77,73
Dani,23,ST,77,74
Isaac Boakye,23,ST,77,71
Nelson Antonio Haedo Valdez,21,ST,77,75
Robert Earnshaw,24,ST,77,77
RubÃ©n,24,ST,77,74
Selu,28,CB,77,71
Gonzalo Colsa,26,CDM,77,71
Alexis,31,CB,77,70
Maxi RodrÃ_guez,24,RF,77,75
Sandro,30,CM,77,73
Josemi,25,RB,77,76
G. LÃ_pez,32,LM,77,78
JÃºnior,32,LWM,77,74
Artur Boruc,25,GK,77,81
Henri Camara,28,ST,77,73
Patrick Owomoyela,25,RWM,77,70
Uwe Gospodarek,32,GK,77,68
Alberto,30,RM,77,73
Francesco Flachi,30,ST,77,74
Mathias Abel,24,CB,77,71
Svetoslav Todorov,26,ST,77,77
Tomas Hubschman,23,CB,77,74
Nando Rafael,21,ST,77,75
Mike Hanke,21,ST,77,72
Florian Kringe,23,CM,77,74
Zat Knight,25,CB,77,70
Florent Sinama-Pongolle,20,ST,77,69
Matt Heath,23,CB,77,73
Stuart Taylor,24,GK,77,75
Alan Stubbs,33,CB,77,71
Kasey Keller,35,GK,77,73
Jonathan Blondel,21,LM,77,75
Frode Kippe,27,CB,77,74
Ludovic Butelle,22,GK,77,81
Thiago Motta,22,CM,77,79
Joseph Enakarhire,22,CB,77,68
Raphael SchÃ_fer,26,GK,77,71
Kristofer HÃ_stad,21,CM,77,73
Christian,30,LS,77,74
Fabio Bazzani,28,ST,77,75
SÃ¸ren Larsen,23,ST,77,76
Jan Gunnar Solli,24,CM,77,76
Julien EscudÃ©,26,CB,77,72
Souleymane Diawara,26,CB,77,74
Fatmir Vata,33,CAM,77,75
Miroslav Karhan,29,CDM,77,73
Stephen Appiah,24,CM,77,77
Shinji Ono,25,CM,77,76
Amdy Faye,28,CDM,77,67
Rafael MÃ¡rquez,26,CB,77,78
Ionel Gane,33,ST,77,73
Nuno Valente,30,LB,77,78
Alexei Smertin,30,CM,77,75
Marko Topic,29,CF,77,72
Artur Wichniarek,28,ST,77,74
Pedro Mendes,26,CM,77,76
Pablo Mastroeni,28,CB,77,72
Doriva,33,CM,77,76
Titus Bramble,24,CB,77,75
Mario Haas,30,ST,77,74
Aitor Lopez Rekarte,30,RB,77,76
Aitor Ocio,28,CB,77,72
Dario Simic,29,RB,77,73
Gonzalo De los Santos,29,CDM,77,72
Joseba Etxeberria,27,RWM,77,75
Ali Elkhattabi,28,ST,77,72
Jan Kromkamp,25,RB,77,77
Dennis Rommedahl,27,RWM,77,68
Lamberto Zauli,34,CAM,77,74
Amoroso,31,ST,77,75
Juan SebastiÃ¡n VerÃ_n,30,CDM,77,83
Dejan Stankovic,26,CM,77,77
Igor Biscan,27,CDM,77,72
Peter Madsen,27,ST,77,74
Stephen Carr,28,RB,77,74
Giorgos Karagounis,28,CM,77,74
Tony Heurtebis,30,GK,77,70
Pascal Feindouno,24,RF,77,77
Celestine Babayaro,26,LB,77,70
Eugenio Corini,35,CM,77,79
Damien GrÃ©gorini,26,GK,77,75
Sven Vermant,32,CM,77,79
Petit,28,CDM,77,75
Steven Pressley,31,CB,77,70
Matt Holland,31,CM,77,73
Marko Babic,24,LWM,77,71
Danny Mills,28,RB,77,78
Craig Moore,19,CB,77,62
Pascal Cygan,31,CB,77,70
Fabien Cool,32,GK,77,73
Fabio Rustico,29,RB,77,72
Mathias Schober,29,GK,77,73
Horst Heldt,35,CM,77,76
Sigurd Rushfeldt,32,ST,77,75
Estoyanoff,22,RWM,76,71
Samir Nasri,18,CAM,76,73
Viola,35,ST,76,72
Samir Handanovic,21,GK,76,70
AndrÃ© Ooijer,31,CB,76,70
Reinaldo Navia,27,ST,76,78
Umberto Del Core,25,ST,76,71
Lee Trundle,28,ST,76,73
Sejad Salihovic,20,LF,76,73
GastÃ_n NicolÃ¡s FernÃ¡ndez,21,CF,76,73
Adolfo Bautista,26,ST,76,78
Arango,25,LM,76,76
Franck RibÃ©ry,22,CAM,76,76
Mario PÃ©rez,23,LWB,76,64
Robert,24,ST,76,73
Modeste M'Bami,22,CDM,76,73
Johan Vonlanthen,19,ST,76,73
Marcelo FabiÃ¡n Sosa,27,CDM,76,72
Kasper BÃ¸gelund,24,RB,76,75
Thiago,26,CB,76,72
Rodrigo Palacio,23,CF,76,82
Obina,22,ST,76,75
Raymond Kvisvik,30,LM,76,79
Daniel Fredheim Holm,20,ST,76,77
JÃ©rÃ©my Berthod,21,CB,76,69
JosÃ© Paolo Guerrero,21,ST,76,72
Grigoris Georgatos,32,CM,76,73
Stjepan Tomas,29,CB,76,71
Igor Semshov,27,CAM,76,75
Bermejo,26,ST,76,74
Alberto,36,GK,76,76
Aykut ErÃ§etin,22,GK,76,73
Volkan Demirel,23,GK,76,74
Mauro DamiÃ¡n Rosales,24,RF,76,73
AndrÃ©s Mendoza,27,ST,76,76
JosÃ© Leonardo Talamonti,23,CB,76,69
Diego Alberto Milito,26,CF,76,74
Sanchez,33,ST,76,73
Alessandro Lucarelli,28,RB,76,75
ClÃ¡udio AndrÃ©s Maldonado,25,CDM,76,74
Georgios Seitaridis,24,RB,76,75
Moritz Volz,22,RB,76,74
Walter NicolÃ¡s GaitÃ¡n,28,CAM,76,77
Dario Srna,23,RM,76,79
Nicolae Mitea,20,LF,76,73
Giorgio Chiellini,21,LWB,76,78
Jose Carlos Cancela,29,CM,76,65
Glen Johnson,21,RB,76,75
Andrea Barzagli,24,CB,76,75
FÃ¡bio SimplÃ_cio,25,CDM,76,72
Hakan SÃ_kÃ_r,33,ST,76,73
Tote,26,CF,76,73
Sergio,28,CDM,76,78
Congo,28,ST,76,75
Diego Cagna,35,CM,76,76
Maicon,24,RWB,76,76
Edgar,31,CB,76,65
Dill,31,ST,76,72
FÃ¡bio,24,GK,76,75
Bastian Schweinsteiger,21,CAM,76,73
Antonio Di Natale,27,ST,76,75
Thomas Broich,24,CAM,76,73
Christofer Heimeroth,24,GK,76,70
Calatayud,25,GK,76,72
Abraham Paz,26,CB,76,74
Nano,26,LB,76,73
Albert Streit,25,RWM,76,67
Sergey Ignashevich,26,CB,76,74
JÃ©rÃ©my Toulalan,21,CDM,76,65
Xisco,25,LWM,76,66
D. Navarro,24,CB,76,72
Labaka,25,CB,76,74
GÃ_iza,25,ST,76,75
Jofre,25,LF,76,75
Litos,31,CB,76,74
Velasco,28,LB,76,76
Pinto,29,GK,76,75
Leandro,30,ST,76,75
Julio Hernan Rossi,28,CF,76,74
Eduardo,25,LWM,76,69
Alessandro Grandoni,28,LB,76,74
Yannis Goumas,30,CB,76,74
Wayne Routledge,20,RWM,76,69
JosÃ© Karl Pierre-Fanfan,30,CB,76,75
Mikael Svensson,29,CB,76,70
Michael Chopra,21,ST,76,75
Nigel de Jong,20,RB,76,74
Dougie Freedman,31,CF,76,74
Florent Balmont,25,CM,76,76
Jonatan Johansson,30,ST,76,75
Thomas Hitzlsperger,23,LM,76,73
Tommaso Rocchi,27,RF,76,72
Daniel Stendel,31,ST,76,73
Richard Wright,27,GK,76,75
Lee Carsley,31,CM,76,73
Matthew Etherington,24,LWM,76,67
Ben Thatcher,29,LB,76,72
Taylor Twellman,25,ST,76,75
JoÃ£o Pinto,34,CAM,76,73
Ifeanyi Udeze,25,LB,76,70
Moreira,27,CAM,76,73
Hanno Balitsch,24,CDM,76,71
Emiliano Moretti,24,LB,76,76
Geovanni,25,RWM,76,74
Mladen Petric,24,CF,76,75
Paul Freier,26,RWM,76,70
James McFadden,22,CF,76,75
Sibusiso Zuma,30,ST,76,72
Zlatan Bajramovic,26,CDM,76,78
Tim Borowski,25,CM,76,74
Marino Biliskov,29,CB,76,71
Espen Johnsen,25,GK,76,71
Fco. Javier Yeste,25,CAM,76,72
Hannu Tihinen,29,CB,76,72
Anders Svensson,29,CAM,76,74
Milan Fukal,30,RB,76,72
Woon Jae Lee,32,GK,76,74
Ante Razov,31,ST,76,73
Magne Hoseth,24,CAM,76,73
Aaron Hughes,25,CB,76,72
Maciej Å»urawski,28,ST,76,76
Mario Cantaluppi,31,CB,76,70
Tony Sanneh,34,RB,76,70
Teemu Tainio,25,CM,76,70
Steve Ralston,31,RM,76,74
Franck Queudrue,26,LB,76,75
Darius Kampa,28,GK,76,66
Kevin Davies,28,ST,76,75
Traianos Dellas,29,CB,76,72
Marek Heinz,28,CAM,76,71
Everton Giovanella,34,CM,76,74
Igor Demo,29,CM,76,73
Javier De Pedro,32,LM,76,75
Thomas Christiansen,32,ST,76,73
Lionel Scaloni,27,RWM,76,74
Belenguer,32,CB,76,75
Douala,26,CF,76,77
Levan Kobiashvili,28,LWB,76,74
Tomasz Radzinski,31,ST,76,75
Emiliano Bonazzoli,26,ST,76,74
Mohamed Gargo,30,CB,76,73
Ahn J. H.,29,ST,76,74
Benjamin Lense,26,CB,76,70
Teddy Lucic,32,CB,76,70
Raphael Wicky,28,CDM,76,67
Ronny Johnsen,36,CB,76,75
Marian Hristov,32,CAM,76,76
Arnold Bruggink,28,CF,76,75
Jari Litmanen,34,CM,76,72
Bart Goor,32,LM,76,78
Marcelo Pletsch,29,CB,76,71
Sebastian Kehl,25,CDM,76,70
Rabiu Afolabi,25,CB,76,74
BÃ¥rd Borgersen,33,CB,76,70
Andy O'Brien,26,CB,76,72
Krysztof Ratajczyk,31,CB,76,69
Carlo Nervo,33,CAM,76,72
Eddie Pope,31,CB,76,73
Armando SÃ¡,29,RB,76,76
Pascal Delhommeau,27,CB,76,71
Bryan Hughes,29,CM,76,74
Kevin Phillips,32,ST,76,73
Marco AurÃ©lio,35,GK,76,70
FrÃ©dÃ©ric Da Rocha,30,RWM,76,71
Jacek BÄ…k,32,CB,76,72
Sabri Lamouchi,33,CDM,76,72
Stefano Fiore,30,RWM,76,77
Nicola Ventola,27,ST,76,70
William Viali,30,CB,76,71
Nico van Kerckhoven,34,CB,76,70
Milatovic Florek,29,ST,76,73
Christian Ziege,33,LWM,76,71
Ciriaco Sforza,35,CM,76,75
Davide Dionigi,31,ST,76,74
Joe Cole,23,CM,76,82
Alessio Scarpi,32,GK,76,75
Antonio De Nigris,27,ST,75,75
Gianluca Curci,20,GK,75,70
Tuta,31,ST,75,74
Marcell Jansen,19,LWB,75,75
Olivier Quint,33,LWM,75,67
Mario Galinovic,28,GK,75,73
Roberto Oscar Bonano,35,GK,75,70
Jean-Louis Montero,33,RB,75,72
Marcelo Heleno,27,CB,75,65
Scott Carson,19,GK,75,73
Mario CareviÄç,23,CM,75,76
Gato,21,ST,75,73
Richard DarÃ_o NÃºÃ±ez,29,LS,75,73
Dong Myung Seo,31,GK,75,76
Imed Mhedhbi,29,LWM,75,63
Athirson,28,LWB,75,70
Grafite,26,ST,75,73
FabÃ£o,29,CB,75,72
Nen,27,CB,75,71
BasÃ_lio,33,RF,75,72
Thomas KlÃ_sener,29,CB,75,68
Michael Delura,20,RF,75,75
Vasileios Tsiartas,32,CM,75,78
Christian Cejas,30,GK,75,72
Steven LustÃ_,34,CB,75,74
Sergei Semak,29,CAM,75,73
Alexey Bugaev,23,CB,75,72
ÃÅlvaro Novo,27,RM,75,75
Jorge,23,CAM,75,73
Diego LÃ_pez,23,GK,75,76
Jonathan,20,CF,75,74
MÃ©ndez,28,CB,75,75
Prieto,21,RWM,75,72
MarquÃ©s,20,RF,75,71
Faryd A. Camilo MondragÃ_n,34,GK,75,79
Tuncay Sanli,23,ST,75,73
Fatih Tekke,27,ST,75,72
Bartosz Bosacki,29,CB,75,69
Darren Fletcher,21,CM,75,71
Niclas Jensen,31,LB,75,72
Alecko Eskandarian,23,ST,75,73
Yeong Gwang Kim,22,GK,75,73
Byung Ji Kim,35,GK,75,74
Chun Soo Lee,24,RF,75,73
Itamar,25,CF,75,72
Leonardo Moura,26,RWM,75,72
AndrÃ© LuÃ_s,26,CB,75,67
Marcos Senna,29,CM,75,73
Danrlei,32,GK,75,74
Deivid,25,ST,75,74
FÃ¡bio JÃºnior,27,ST,75,71
Marc Planus,23,CB,75,70
BetÃ£o,21,CB,75,66
Angel,24,RB,75,75
Lorik Cana,22,CDM,75,69
Mimoun Azaouagh,22,CAM,75,76
Nikola Lazetic,27,LWM,75,69
Anatoliy Tymoshchuk,26,CDM,75,73
Christian FrÃ¶hlich,27,CAM,75,72
JÃ©rÃ©mie Janot,27,GK,75,78
Cubillo,27,CAM,75,74
Antonio LÃ_pez,23,LB,75,73
Sesma,26,LF,75,73
Christian Mayrleb,33,ST,75,73
Jiri Stajner,29,ST,75,73
Talal El Karkouri,29,CB,75,71
JosÃ© Ignacio,31,CDM,75,75
Mirko Vucinic,21,ST,75,80
Salvatore Soviero,32,GK,75,68
Daniel Omoya Braaten,23,ST,75,73
Seol K.H.,26,CF,75,77
Vitali Kutuzov,25,ST,75,70
Robert Green,25,GK,75,74
Marco Engelhardt,24,CDM,75,75
Panagiotis Fyssas,32,LWB,75,74
Mark Hudson,23,CB,75,70
Julian Gray,25,LWM,75,69
Jonathan Fortune,21,CB,75,72
Heidar Helguson,28,ST,75,70
David Thompson,27,RM,75,69
John Utaka,23,ST,75,68
Alain Rochat,22,LB,75,72
Massimo Maccarone,25,ST,75,72
Radostin Kishishev,31,RB,75,73
David Dunn,25,CM,75,67
Martin Taylor,25,CB,75,71
Manuel Friedrich,25,CB,75,69
Marcus Bent,27,CF,75,76
Anther Yahia,23,CB,75,72
Derek Riordan,22,CF,75,75
Ruben Olivera,22,LWM,75,67
Sasa Papac,25,LB,75,72
Andreas V. Zikos,31,CM,75,71
Marcus Rosenberg,23,ST,75,70
Christian Poulsen,25,CDM,75,71
Thorben Marx,24,CM,75,77
Armand Deumi,26,LB,75,76
Daniel Bierofka,26,LM,75,75
Mikael Antonsson,24,CB,75,68
Ludovic Magnin,26,LB,75,74
Ragnvald Soma,25,CB,75,77
Chris Riggott,24,CB,75,73
Aruna,24,ST,75,75
Sean Davis,25,CM,75,69
Scott Chipperfield,30,LM,75,75
Julien Rodriguez,27,CB,75,77
Bernardo Daniel Romeo,27,ST,75,72
Ronny Deila,29,CB,75,73
Dado Prso,30,ST,75,80
Sandro,32,CB,75,71
Ulises De La Cruz,31,RB,75,74
Gonzalo Sorondo,25,CB,75,69
Ã˜rjan Berg,37,CM,75,74
Clint Mathis,28,CAM,75,78
Peter Van der Heyden,29,CB,75,71
Dirk Kuyt,25,ST,75,73
Luciano MartÃ_n Galletti,25,RWM,75,74
Malcolm Christie,26,ST,75,73
Roman Tyce,28,CDM,75,72
PeÃ±a,32,CB,75,73
Claudio LÃ_pez,31,LF,75,81
Angulo,28,CF,75,74
Rob Penders,29,CB,75,72
Camel Meriem,25,CM,75,77
Quinton Fortune,28,LM,75,75
Jauregi,31,CB,75,73
Philippe Clement,31,CDM,75,66
Patrick Paauwe,29,CB,75,72
Alexander Manninger,28,GK,75,74
Pascal ZuberbÃ_hler,34,GK,75,75
Henrik Pedersen,30,ST,75,73
ErgÃ_n Penbe,33,LM,75,76
RÃºnar Kristinsson,35,CAM,75,69
Tommy Berntsen,31,CB,75,72
Emile Baron,26,GK,75,51
Walter Baseggio,27,CM,75,75
Fernando Sanz,31,CB,75,71
George Boateng,29,CDM,75,74
HervÃ© Nzelo Lembi,29,CB,75,73
StÃ©phane Cassard,32,GK,75,74
JÃ©rÃ´me Leroy,30,CAM,75,75
JÃ©rÃ©mie Brechet,26,LB,75,72
Karel Poborsky,33,CAM,75,75
Jackie McNamara,31,RB,75,73
Argel,30,CB,75,70
Julio Ricardo Cruz,30,ST,75,74
Kai Michalke,29,LWM,75,69
Jochen Seitz,28,RWM,75,67
Hatem Trabelsi,28,RWB,75,75
Mido,22,ST,75,73
Johann Vogel,28,CM,75,73
StÃ©phane Ziani,33,CDM,75,69
Marvin Andrews,29,CB,75,68
Vincent Candela,31,LWB,75,76
Vidar Riseth,33,CB,75,74
Philippe Violeau,34,CDM,75,75
Yann Lachuer,33,RM,75,75
Alain Goma,32,CB,75,71
Paolo Poggi,34,ST,75,69
Sinisa Mihajlovic,36,CB,75,73
Gianluca Pessotto,35,LB,75,73
Luigi Sala,31,CB,75,68
Tony Mario Sylva,30,GK,75,68
Lars Ricken,29,CAM,75,71
Christian Nerlinger,32,CDM,75,77
Arnau,30,GK,75,72
Guy Demel,24,CB,75,70
AndrÃ©s Iniesta,21,CM,75,79
Nordin Wooter,29,LF,74,73
Durval,25,CB,74,69
Valera,20,RB,74,74
Gennaro Esposito,20,CM,74,70
Fernando,27,GK,74,71
Osmar,25,ST,74,77
FarinÃ_s,27,CM,74,72
Manic,33,RF,74,71
Riccardo Montolivo,20,CAM,74,67
Cirilo Saucedo,23,GK,74,69
Sandro Sotilli,32,ST,74,73
Vladimir Ivanov,32,CB,74,71
ÃÅngel Javier Arizmendi,21,ST,74,72
Juan Carlos FalcÃ_n,25,RM,74,70
HÃ©ctor Altamirano,28,RB,74,76
JosÃ© de JesÃºs Corona,24,GK,74,78
Everaldo Barbosa,29,LM,74,67
Radhi Jaidi,29,CB,74,71
Seyi Olajengbesi,24,CB,74,67
Yoann Gourcuff,19,CM,74,72
Nelson Rafael Cuevas,25,CF,74,71
Alex,23,CAM,74,70
Quirino,20,CF,74,72
GaÃ«l Clichy,20,LB,74,72
Kelvin Davis,28,GK,74,72
Gabriel Loeschbor,28,CB,74,65
RenÃ© Klingbeil,24,LB,74,74
Athanasios Kostoulas,29,RB,74,69
PaweÅ‚ KryszaÅ‚owicz,31,ST,74,68
Azar Karadas,24,CF,74,69
Sebastian Mila,23,LM,74,72
Manu,27,RM,74,74
Albert Jorquera,26,GK,74,75
Juanfran,20,RWM,74,70
Arzo,19,CB,74,72
Momo,23,LWM,74,69
Cifu,25,RB,74,73
SebastiÃ¡n DomÃ_nguez,25,CB,74,67
MatÃ_as Emilio Delgado,22,CAM,74,74
CÃ©sar AndrÃ©s Carignano,22,ST,74,72
AndrÃ©s San MartÃ_n,27,CDM,74,69
JonÃ¡s Manuel GutiÃ©rrez,22,RM,74,75
Diego Alberto GalvÃ¡n,23,RWM,74,65
Chris,26,CB,74,68
Robert Vittek,23,ST,74,71
David Marshall,20,GK,74,73
JÃ´,18,LS,74,70
Ailton,27,LWM,74,73
Paulo Da Silva,25,CB,74,76
Yoshito Okubo,23,ST,74,73
Thomas Helveg,34,RB,74,73
Bostjan Cesar,23,CB,74,70
Leonardo Daniel Ponzio,23,RWB,74,69
Rolando Carlos Schiavi,32,CB,74,77
Matteo Melara,27,CB,74,67
Guillermo Ariel Pereyra,25,CDM,74,67
Jolean Lescott,23,CB,74,69
Calum Davenport,22,CB,74,71
Gennaro Bracigliano,25,GK,74,59
Pat Noonan,25,ST,74,76
Bogdan Lobont,27,GK,74,67
Mineiro,30,CM,74,70
Adriano,28,CAM,74,70
Mota,24,ST,74,70
Guilherme,31,ST,74,71
Almir,23,CAM,74,69
Lopes,26,CAM,74,71
FÃ¡bio Baiano,28,CAM,74,78
Marco NÃ©,22,CM,74,73
AssunÃ§ao,29,CM,74,76
Ibrahim Akin,21,LWM,74,72
Francisco Copado,31,ST,74,71
Mariusz Lewandowski,26,CDM,74,67
Fabiano Adriano Rossato,27,LWB,74,72
Fabio Celestini,29,CDM,74,67
AizpurÃºa,35,GK,74,75
Viqueira,30,CM,74,73
Rubiales,28,LB,74,72
Josetxo,28,CB,74,73
Pablo Casar,26,CB,74,69
MoratÃ_n,26,CB,74,70
Jaroslav Plasil,23,CM,74,73
Jandro,26,CM,74,68
Gabri,26,RM,74,74
Andoni Iraola,23,RWB,74,71
Andreas GÃ¶rlitz,23,RWB,74,70
Ervin Skela,33,CAM,74,71
Julen Guerrero,31,CAM,74,72
Stathis,25,CB,74,68
Lee Bradbury,30,ST,74,62
Stephen Warnock,23,LB,74,69
Michael Brown,28,CM,74,73
Matthew Taylor,23,LWB,74,71
Jamie Ashdown,24,GK,74,68
Carl Robinson,28,CM,74,71
Bobby Zamora,25,ST,74,62
Alpay,32,CB,74,69
Jason Koumas,25,CAM,74,75
Paulinho GuarÃ¡,25,ST,74,74
Matt Moussilou,23,CF,74,74
Philipp Degen,22,RB,74,71
CamuÃ±as,25,CAM,74,70
RÃ_stÃ_ ReÃ§ber,32,GK,74,73
NoÃ© Pamarot,21,RB,74,71
Jlloyd Samuel,24,LB,74,73
George Ndah,30,ST,74,69
Anthony Le Tallec,20,CAM,74,71
Gianluca Berti,38,GK,74,62
Sanchez Emilson Cribari,25,CB,74,67
Darren Carter,21,CM,74,71
Nicky Weaver,26,GK,74,73
Heinz MÃ_ller,27,GK,74,71
Carl Cort,27,ST,74,72
Alessandro Pistone,30,LB,74,74
Matteo Sereni,30,GK,74,75
Mario Melchiot,28,RB,74,76
Mark Crossley,36,GK,74,71
Colin Cooper,38,CB,74,71
Erwin Lemmens,25,GK,74,71
GrÃ©gory Vignal,24,LB,74,74
Ian Pearce,31,CB,74,68
Diego GavilÃ¡n,25,RM,74,70
Steven Pienaar,23,RWM,74,72
Mauro Cetto,23,CB,74,69
Juan Pablo Francia,20,CM,74,76
Dan Marius Mitu,28,CAM,74,71
Artur Petrosyan,33,CM,74,72
Petr Hlinka,26,CDM,74,68
Pedro Emanuel,30,CB,74,71
Aaron Mokoena,24,CDM,74,57
Fredrik StrÃ¸mstad,23,CM,74,74
Renato,26,CDM,74,75
Martin Jiranek,26,RB,74,73
DaMarcus Beasley,23,LM,74,74
Adin Brown,27,GK,74,75
Ivan Ergic,24,CM,74,74
Nam Il Kim,28,CDM,74,68
Abdeslam Ouaddou,26,CB,74,74
Bobby Convey,22,LM,74,75
Frode Johnsen,31,ST,74,74
Hans Sarpei,29,CDM,74,69
Naohiro Takahara,26,ST,74,70
Gerhard Tremmel,26,GK,74,70
Dalmat. S.,26,CAM,74,70
Jan Vennegoor of H.,26,ST,74,74
Belletti,29,RWB,74,78
Quim,29,GK,74,67
Shefki Kuqi,29,CF,74,73
Fernando Ricksen,29,RB,74,75
GaÃ«tan Englebert,29,RM,74,72
Anthony Seric,25,LWB,74,67
Milenko Acimovic,28,CAM,74,69
Steed Malbranque,25,RM,74,77
Gregg Berhalter,32,CB,74,70
Chris Armas,32,CDM,74,71
Jaime Moreno,31,ST,74,72
Jeff Agoos,37,CB,74,72
Kevin Hartman,31,GK,74,75
Khalilou Fadiga,30,LM,74,73
Geert de Vlieger,33,GK,74,67
Gavin McCann,26,CM,74,68
Francis Jeffers,24,ST,74,71
AndrÃ© Lenz,31,GK,74,68
Altin Lala,29,CDM,74,70
Christoph Dabrowski,27,CDM,74,68
Stefan Wessels,26,GK,74,66
Gerard,26,CDM,74,72
Mehdi Nafti,26,CM,74,68
GÃ¡bor Babos,30,GK,74,68
Robbie Winters,30,ST,74,74
Pantelis Kafes,27,RM,74,71
Valcarce,30,LB,74,73
Martin Hiden,32,CB,74,67
Aitor Karanka,31,LB,74,74
Kevin Lisbie,26,ST,74,73
SÃ©rgio ConceiÃ§Ã£o,30,RM,74,79
David Di Michele,29,CF,74,74
Roberto Stellone,28,ST,74,73
MickaÃ«l Isabey,30,CAM,74,73
Philippe Brunel,32,LWM,74,67
StÃ©phane Pichot,28,RB,74,73
Vladimir Smicer,32,CAM,74,70
StÃ©phane Porato,31,GK,74,69
Mamadou Bagayoko,26,ST,74,70
Silvio MeiÃŸner,32,CM,74,72
Gert Verheyen,35,RF,74,74
Bernard Mendy,24,RB,74,74
GrÃ©gory WimbÃ©e,34,GK,74,74
David Sommeil,31,CB,74,73
Christian Brocchi,29,RM,74,71
Jean-SÃ©bastien JaurÃ¨s,27,LB,74,72
Tomislav Sokota,28,ST,74,73
Dirk Lottner,33,CAM,74,73
Niko Kovac,33,CDM,74,71
Thomas Ernst,37,GK,74,70
Benjamin Nivet,28,CAM,74,68
Paul Hartley,28,CM,74,72
Andy Todd,30,CB,74,67
Marama Vahirua,25,ST,74,72
Emile Heskey,27,ST,74,75
Stephane Grichting,26,CB,74,67
Sylvain Legwinski,31,CDM,74,73
Jeff Strasser,30,CB,74,70
Florian Maurice,31,ST,74,72
Matteo Ferrari,25,CB,74,69
Antoine Sibierski,31,CAM,74,72
Giuliano Giannichedda,30,CDM,74,70
Gianluca Pagliuca,38,GK,74,68
Andrea Sottil,31,CB,74,68
Stefano Razzetti,33,GK,74,72
Domenico Morfeo,29,CAM,74,71
Paul Agostino,30,ST,74,71
Jens Jeremies,26,CDM,74,69
Pablo Thiam,31,CDM,74,69
Igli Tare,32,ST,74,72
Markus Schroth,30,ST,74,75
Hasan GÃ¶khan Sas,29,LM,74,74
Sean Dundee,32,ST,74,71
Michael Tarnat,35,LB,74,74
StÃ©phane Henchoz,30,CB,74,68
Richard Golz,37,GK,74,73
Jonathan Zebina,27,RWB,74,77
Chris Sutton,32,ST,74,74
Kenny Cunningham,34,CB,74,68
John Hartson,30,ST,74,77
SebastiÃ¡n Eguren,24,CAM,73,70
Ruben,25,GK,73,74
Perea,21,ST,73,71
Aleksandar Rodic,25,ST,73,71
Patrick Helmes,21,ST,73,70
Washington,27,ST,73,72
Braulio,19,ST,73,73
Danilo,18,CAM,73,68
Taye Ismaila Taiwo,20,LWB,73,76
Johnny Mullins,19,CB,73,68
Aleksandar Vasoski,25,CB,73,69
Roger,20,ST,73,72
Oriol,24,RB,73,72
Willo Flood,20,CM,73,73
Quincy Owusu-Obeyie,19,ST,73,70
Alex Alves,30,ST,73,68
Marvin Matip,20,CB,73,67
Chidi Odiah,21,RWB,73,73
DamiÃ ,23,RWM,73,73
Davide Sinigaglia,24,ST,73,70
FabrÃ_cio,25,CAM,73,68
Koke,22,ST,73,70
Ailton Almeida,21,CF,73,69
Roberto Bisconti,32,CDM,73,69
HÃ©ctor LÃ_pez,34,CB,73,62
